하라, 44, 181
사카, 71, 175
가마, 74, 185
타하, 50, 143
타카, 70, 152
파차, 78, 185
타사, 65, 163
파나, 92, 182
다자, 78, 182
사아, 89, 149
타바, 73, 175
타사, 75, 155
자하, 62, 179
바마, 93, 178
타바, 43, 145
마타, 70, 180
하가, 85, 149
카타, 55, 192
마카, 49, 193
나하, 82, 191
파아, 54, 196
마사, 83, 155
차라, 85, 146
라바, 53, 153
가카, 88, 153
바바, 54, 191
차타, 44, 173
타자, 93, 176
차차, 58, 142
자파, 86, 144
나아, 77, 153
가파, 90, 184
바다, 66, 177
타마, 97, 177
다아, 59, 154
다자, 73, 180
사하, 67, 155
다차, 93, 167
바자, 66, 199
라가, 83, 153
파자, 65, 198
자라, 69, 180
자차, 97, 180
나마, 69, 185
카자, 87, 163
사아, 49, 179
아타, 48, 182
라다, 77, 192
아바, 90, 189
하다, 61, 194
사파, 70, 163
바라, 55, 153
가파, 84, 141
차나, 51, 157
아라, 84, 176
가자, 80, 191
하카, 47, 146
타가, 71, 155
하타, 78, 162
다바, 68, 160
마가, 46, 153
카나, 73, 191
마파, 47, 144
바타, 58, 142
자나, 46, 141
차자, 85, 149
나라, 44, 177
가아, 84, 143
마파, 81, 197
카하, 40, 190
타파, 67, 180
자나, 58, 172
마하, 41, 155
파나, 94, 142
타라, 68, 156
아가, 81, 196
라바, 66, 180
하자, 80, 165
라사, 82, 193
사나, 50, 158
아자, 93, 188
바자, 83, 155
아아, 41, 186
자하, 87, 194
가마, 78, 194
다다, 89, 171
사가, 90, 175
라라, 54, 198
라파, 55, 175
가자, 46, 180
하가, 80, 179
나바, 50, 143
라다, 66, 194
하마, 46, 190
차라, 80, 168
카사, 53, 184
타바, 59, 168
카카, 92, 173
마하, 79, 154
자아, 90, 161
바하, 76, 155
다가, 42, 171
사가, 54, 144
파자, 78, 197
자다, 77, 194
다바, 80, 171
아타, 50, 161
마바, 43, 199
사아, 40, 185
타바, 93, 143
사차, 80, 165
카라, 85, 185
자바, 55, 187
바자, 64, 163
나타, 74, 195
아사, 70, 149
파하, 53, 166
타하, 62, 175
카마, 76, 141
가아, 83, 155
마다, 41, 175
아가, 92, 158
차차, 97, 140
하다, 77, 170
타타, 46, 155
타자, 48, 160
하타, 42, 144
하차, 66, 198
가하, 69, 199
하타, 89, 169
차마, 48, 177
카나, 79, 157
사다, 44, 151
마타, 44, 140
다다, 75, 178
바자, 42, 179
파아, 87, 172
바아, 73, 199
바카, 53, 149
다사, 42, 172
라하, 60, 184
라마, 62, 173
다바, 62, 161
자차, 87, 163
하바, 97, 186
라아, 94, 183
라바, 47, 151
나바, 62, 152
하아, 75, 176
카마, 65, 175
하가, 45, 164
다마, 96, 197
나다, 79, 176
하타, 41, 167
파하, 72, 190
하자, 60, 149
다바, 47, 154
아라, 69, 142
파아, 40, 187
바아, 56, 148
나마, 64, 170
나다, 91, 145
하마, 88, 187
나나, 56, 175
사나, 43, 174
카타, 41, 159
하가, 40, 170
사다, 41, 152
가다, 83, 165
파자, 51, 167
아차, 62, 183
가나, 59, 169
사카, 93, 165
자타, 77, 168
사아, 53, 175
라마, 45, 150
다자, 81, 171
다아, 69, 154
차파, 94, 179
나아, 58, 162
카타, 68, 189
다타, 84, 180
타하, 72, 193
바사, 77, 173
다가, 84, 177
하바, 99, 168
카파, 66, 149
가카, 79, 189
타타, 43, 152
바카, 45, 153
하하, 94, 166
라카, 46, 195
하가, 98, 195
차가, 56, 188
타타, 58, 146
마마, 68, 151
다차, 91, 191
라가, 41, 182
아라, 73, 191
마카, 78, 152
가아, 48, 180
사가, 49, 148
차파, 51, 144
자하, 60, 190
나사, 99, 172
사라, 52, 171
하마, 77, 153
타차, 55, 147
차하, 95, 198
자가, 89, 182
나가, 92, 183
바사, 53, 180
마가, 99, 182
자가, 95, 146
아파, 80, 198
바자, 51, 187
아가, 97, 159
다가, 87, 144
자타, 87, 191
나아, 90, 147
파마, 58, 186
라가, 60, 146
라파, 69, 191
다나, 45, 156
바아, 64, 184
카마, 89, 173
가아, 44, 158
나라, 63, 173
다마, 72, 170
자카, 98, 190
하카, 49, 197
마하, 48, 192
파하, 45, 173
나파, 90, 193
사다, 56, 194
파바, 88, 150
가하, 63, 141
차다, 41, 184
하아, 52, 154
타아, 55, 171
라가, 80, 150
타마, 90, 173
사타, 94, 143
자타, 76, 169
파마, 75, 153
파파, 46, 151
파사, 99, 164
다타, 85, 178
나바, 58, 151
하가, 97, 166
다차, 68, 199
가다, 93, 159
사가, 45, 164
아가, 43, 157
자바, 51, 151
바하, 69, 173
다차, 41, 159
가카, 87, 188
카차, 94, 180
차차, 59, 191
바카, 83, 186
자사, 85, 166
바사, 69, 198
사가, 41, 165
바자, 56, 157
라타, 54, 144
카사, 94, 140
아차, 95, 158
차타, 67, 195
자바, 65, 156
라사, 72, 149
타자, 69, 199
카아, 52, 178
라바, 66, 149
하아, 51, 177
하파, 49, 189
차다, 64, 146
사바, 53, 163
나사, 97, 165
하차, 80, 150
차사, 71, 155
가가, 72, 169
바다, 54, 160
사하, 92, 142
아사, 48, 186
카하, 92, 158
사타, 51, 144
나라, 77, 197
타카, 76, 167
카카, 64, 168
마가, 59, 150
가사, 41, 184
가아, 88, 179
바파, 40, 151
바타, 88, 148
마마, 62, 187
타파, 92, 148
하카, 62, 188
아마, 79, 191
하자, 42, 140
가마, 67, 141
자파, 99, 185
사가, 55, 158
사바, 61, 148
카나, 54, 194
파나, 76, 178
다타, 93, 198
라라, 62, 184
라나, 52, 180
마타, 80, 152
타나, 98, 156
타바, 53, 193
가마, 75, 164
바다, 91, 166
타타, 93, 143
가나, 88, 146
파다, 54, 166
라차, 45, 175
사사, 93, 163
바파, 47, 161
카타, 46, 163
마타, 57, 182
가자, 88, 177
하사, 40, 191
나타, 59, 148
파아, 69, 153
라아, 57, 151
카자, 67, 148
다차, 41, 162
하다, 73, 187
사바, 80, 168
하다, 47, 150
파카, 90, 158
차사, 40, 162
파타, 55, 197
카마, 79, 196
차차, 75, 151
다라, 71, 148
라바, 91, 141
파다, 72, 149
파파, 89, 184
자아, 45, 199
사사, 58, 161
라나, 82, 186
아자, 91, 192
파사, 70, 143
가아, 45, 151
바사, 95, 144
마다, 62, 172
하다, 71, 179
아가, 89, 194
카라, 63, 143
차차, 53, 142
파사, 42, 158
자사, 75, 163
자바, 69, 147
나가, 91, 145
타차, 78, 171
바사, 96, 165
타나, 41, 159
마하, 57, 151
아마, 84, 163
차카, 73, 141
자타, 60, 188
파다, 97, 141
카아, 56, 175
바타, 98, 140
나자, 49, 191
나라, 80, 189
타차, 54, 193
다나, 87, 194
가사, 83, 190
마사, 67, 198
다나, 87, 173
아아, 62, 178
다차, 95, 174
파아, 80, 175
하타, 70, 195
바라, 87, 140
카하, 54, 191
라차, 86, 196
타자, 51, 172
가라, 74, 179
라사, 65, 196
사하, 47, 156
아자, 75, 172
차바, 44, 148
차카, 75, 173
라파, 53, 164
자타, 87, 194
바다, 80, 172
카차, 91, 192
파나, 72, 148
파차, 80, 176
라타, 96, 153
타나, 67, 155
바라, 94, 184
나사, 72, 167
마타, 81, 148
타가, 46, 146
자카, 97, 144
가나, 86, 148
라자, 45, 162
라아, 70, 143
하아, 71, 197
나자, 70, 188
타자, 71, 174
아하, 99, 186
카다, 59, 142
파마, 97, 188
마차, 50, 173
라하, 91, 198
타자, 55, 168
바다, 73, 153
나아, 55, 184
나하, 48, 150
다다, 98, 179
가자, 78, 171
사자, 74, 154
아파, 93, 183
하차, 74, 159
차파, 47, 152
아라, 48, 192
아사, 98, 167
카자, 73, 197
다다, 82, 170
라사, 49, 180
차라, 62, 168
파타, 89, 181
라라, 98, 182
카하, 84, 141
라카, 70, 161
자다, 78, 180
마바, 41, 196
바가, 66, 181
하마, 44, 169
차다, 82, 178
카아, 93, 165
파마, 87, 161
가가, 48, 180
바차, 90, 188
자사, 43, 183
카하, 97, 157
바바, 78, 179
자파, 71, 142
사다, 70, 161
파카, 70, 146
아파, 82, 142
나타, 77, 193
파차, 83, 150
자카, 41, 143
타가, 77, 175
사타, 93, 158
바자, 80, 171
자파, 78, 183
나나, 44, 148
사차, 49, 175
카타, 47, 196
마다, 48, 171
타아, 82, 160
자카, 50, 167
자아, 90, 153
라라, 55, 165
카하, 55, 188
나사, 96, 151
자사, 78, 179
사마, 61, 148
라아, 43, 141
아차, 63, 174
나하, 89, 157
나아, 80, 145
파다, 57, 171
차라, 93, 149
나자, 50, 146
파사, 68, 199
타바, 66, 167
라가, 71, 154
마라, 80, 153
라파, 88, 191
바사, 71, 187
차카, 99, 150
마카, 82, 147
나바, 55, 158
파가, 70, 154
카사, 46, 141
타사, 59, 144
라바, 81, 154
타카, 55, 193
타라, 53, 164
다라, 47, 193
자타, 64, 146
바나, 57, 152
라다, 84, 145
자바, 41, 192
가파, 40, 167
마마, 88, 144
카라, 55, 144
아라, 78, 158
차타, 43, 151
카아, 41, 170
다다, 41, 158
카나, 94, 154
가카, 95, 171
다자, 62, 151
마나, 47, 199
카사, 74, 189
자아, 72, 196
파다, 87, 163
가자, 70, 168
아자, 81, 157
나파, 54, 185
사카, 81, 160
차카, 81, 191
다라, 98, 164
사가, 80, 149
카다, 56, 199
사바, 77, 182
차아, 59, 164
타하, 90, 149
차파, 57, 193
차다, 97, 164
자아, 63, 172
바사, 42, 140
차나, 60, 194
사가, 84, 148
다타, 87, 171
다자, 76, 195
차사, 62, 158
마다, 48, 176
카다, 47, 162
바가, 80, 153
마타, 79, 195
하파, 89, 177
바바, 44, 143
카파, 62, 140
파차, 72, 197
카타, 63, 152
차라, 95, 199
나타, 82, 142
카바, 97, 152
라하, 79, 173
아아, 47, 168
다바, 61, 169
자마, 52, 157
사차, 65, 180
마바, 72, 148
라사, 91, 176
마하, 56, 163
하다, 62, 144
마사, 69, 168
자차, 68, 194
차사, 51, 166
자타, 59, 184
가바, 54, 182
라마, 47, 187
아다, 84, 188
가라, 84, 165
아타, 67, 159
나사, 40, 185
카가, 78, 170
라카, 40, 172
